word,meaning,example,translation,interval,repetitions,next_due,total_attempts,error_count,total_correct,total_wrong,last_correct_date
cognitive,related to thinking and understanding,Cognitive skills help us learn.,認知能力幫助我們學習。,1.0,0,2025-05-26 22:15:13.124586,0,0,0,0,
cold,low in temperature,It’s very cold today.,今天很冷。,1.0,0,2025-05-26 22:15:13.124637,0,0,0,0,
collapse,to fall down suddenly,The building collapsed in the storm.,那棟建築在風暴中倒塌了。,1.0,0,2025-05-26 22:15:13.124688,0,0,0,0,
colleague,a person you work with,She is my colleague at the office.,她是我辦公室的同事。,1.0,0,2025-05-26 22:15:13.124739,0,0,0,0,
collect,to gather things,He collects stamps.,他收集郵票。,1.0,0,2025-05-26 22:15:13.124789,0,0,0,0,
collection,a group of gathered items,She has a toy collection.,她有玩具收藏。,1.0,0,2025-05-26 22:15:13.124840,0,0,0,0,
collective,done by a group,It was a collective effort.,那是大家共同的努力。,1.0,0,2025-05-26 22:15:13.124891,0,0,0,0,
college,a school for higher education,He goes to college in Taipei.,他在台北讀大學。,1.0,0,2025-05-26 22:15:13.124942,0,0,0,0,
colonial,related to colonies,They studied colonial history.,他們研究殖民歷史。,1.0,0,2025-05-26 22:15:13.124992,0,0,0,0,
color,the look of something based on light,Red is my favorite color.,紅色是我最喜歡的顏色。,1.0,0,2025-05-26 22:15:13.125044,0,0,0,0,
column,a vertical part of a table or building,The building has big stone columns.,那棟建築有大石柱。,1.0,0,2025-05-26 22:15:13.125094,0,0,0,0,
combination,a mix of things,This is a perfect food combination.,這是一個完美的食物搭配。,1.0,0,2025-05-26 22:15:13.125146,0,0,0,0,
combine,to bring things together,Let’s combine our ideas.,我們來整合想法吧。,1.0,0,2025-05-26 22:15:13.125197,0,0,0,0,
come,to move toward or arrive,Please come to the party.,請來參加派對。,1.0,0,2025-05-26 22:15:13.125248,0,0,0,0,
comedy,something funny,We watched a comedy show.,我們看了一場喜劇表演。,1.0,0,2025-05-26 22:15:13.125299,0,0,0,0,
comfort,a feeling of ease,The blanket gave me comfort.,那條毯子讓我很舒服。,1.0,0,2025-05-26 22:15:13.125351,0,0,0,0,
comfortable,feeling relaxed or at ease,This chair is very comfortable.,這張椅子很舒服。,1.0,0,2025-05-26 22:15:13.125403,0,0,0,0,
command,to give an order,The captain gave a command.,隊長下達命令。,1.0,0,2025-05-26 22:15:13.125454,0,0,0,0,
commander,a person who leads,The commander gave clear instructions.,指揮官給了明確指令。,1.0,0,2025-05-26 22:15:13.125506,0,0,0,0,
comment,to say something about something,He left a nice comment.,他留了一個讚美的評論。,1.0,0,2025-05-26 22:15:13.125557,0,0,0,0,
commercial,an ad or related to business,I saw a funny TV commercial.,我看到一個有趣的電視廣告。,1.0,0,2025-05-26 22:15:13.125608,0,0,0,0,
commission,a group given a task or a payment,She earned a sales commission.,她賺到了銷售佣金。,1.0,0,2025-05-26 22:15:13.125659,0,0,0,0,
commit,to promise or do something seriously,He committed to the project.,他承諾要完成這個專案。,1.0,0,2025-05-26 22:15:13.125710,0,0,0,0,
commitment,a strong promise or duty,Marriage is a big commitment.,婚姻是一種重要的承諾。,1.0,0,2025-05-26 22:15:13.125761,0,0,0,0,
committee,a group that makes decisions,The school committee meets monthly.,學校委員會每月開會。,1.0,0,2025-05-26 22:15:13.125812,0,0,0,0,
common,happening often or shared,It’s common to be nervous before a test.,考試前緊張是很常見的。,1.0,0,2025-05-26 22:15:13.125863,0,0,0,0,
communicate,to share thoughts or ideas,We communicate by talking.,我們透過說話溝通。,1.0,0,2025-05-26 22:15:13.125914,0,0,0,0,
communication,the act of sharing info,Good communication helps teams.,良好的溝通有助於團隊。,1.0,0,2025-05-26 22:15:13.125966,0,0,0,0,
community,a group of people in one place,We live in a friendly community.,我們住在一個友善的社區。,1.0,0,2025-05-26 22:15:13.126017,0,0,0,0,
company,a business or a group,She works at a tech company.,她在一家科技公司工作。,1.0,0,2025-05-26 22:15:13.126068,0,0,0,0,
compare,to find similarities or differences,Let’s compare our answers.,我們來比較答案。,1.0,0,2025-05-26 22:15:13.126119,0,0,0,0,
comparison,the act of comparing,He made a comparison between cats and dogs.,他比較了貓與狗的不同。,1.0,0,2025-05-26 22:15:13.126170,0,0,0,0,
compete,to try to win,They will compete in a race.,他們要參加比賽。,1.0,0,2025-05-26 22:15:13.126221,0,0,0,0,
competition,a contest or struggle to win,The spelling competition was fun.,拼字比賽很有趣。,1.0,0,2025-05-26 22:15:13.126272,0,0,0,0,
competitive,always wanting to win,He is very competitive in sports.,他在運動中很有競爭心。,1.0,0,2025-05-26 22:15:13.126323,0,0,0,0,
competitor,a person or group trying to win,Their main competitor is very strong.,他們的主要對手很強。,1.0,0,2025-05-26 22:15:13.126375,0,0,0,0,
complain,to say something is wrong,She always complains about the weather.,她總是抱怨天氣。,1.0,0,2025-05-26 22:15:13.126426,0,0,0,0,
complaint,a statement of unhappiness,We filed a complaint about the noise.,我們對噪音提出了抱怨。,1.0,0,2025-05-26 22:15:13.126477,0,0,0,0,
complete,finished or whole,I complete my homework every day.,我每天都完成作業。,1.0,0,2025-05-26 22:15:13.126529,0,0,0,0,
completely,totally or fully,The room is completely dark.,房間完全黑了。,1.0,0,2025-05-26 22:15:13.126580,0,0,0,0,
complex,not simple,The problem is very complex.,這問題很複雜。,1.0,0,2025-05-26 22:15:13.126631,0,0,0,0,
complicated,difficult to understand,Math can be complicated.,數學有時很難懂。,1.0,0,2025-05-26 22:15:13.126682,0,0,0,0,
component,a part of something,The engine is a key component.,引擎是一個重要零件。,1.0,0,2025-05-26 22:15:13.126733,0,0,0,0,
compose,to create or put together,He composed a song.,他寫了一首歌。,1.0,0,2025-05-26 22:15:13.126785,0,0,0,0,
composition,a piece of writing or music,We wrote a short composition.,我們寫了一篇短文。,1.0,0,2025-05-26 22:15:13.126836,0,0,0,0,
comprehensive,complete or full,This is a comprehensive report.,這是一份完整的報告。,1.0,0,2025-05-26 22:15:13.126887,0,0,0,0,
computer,a machine for processing data,I use my computer for homework.,我用電腦做作業。,1.0,0,2025-05-26 22:15:13.126938,0,0,0,0,
concentrate,to focus,Please concentrate on your reading.,請專心閱讀。,1.0,0,2025-05-26 22:15:13.126989,0,0,0,0,
concentration,the ability to focus,He lost concentration during the test.,他在考試中分心了。,1.0,0,2025-05-26 22:15:13.127040,0,0,0,0,
concept,an idea or thought,Freedom is a powerful concept.,自由是一個強大的概念。,1.0,0,2025-05-26 22:15:13.127091,0,0,0,0,
concern,worry or care,I have concern for your safety.,我關心你的安全。,1.0,0,2025-05-26 22:15:13.127142,0,0,0,0,
concerned,worried or involved,She’s concerned about her grades.,她擔心自己的成績。,1.0,0,2025-05-26 22:15:13.127193,0,0,0,0,
concert,a music show,We went to a pop concert.,我們去聽了一場流行音樂會。,1.0,0,2025-05-26 22:15:13.127242,0,0,0,0,
conclude,to finish or decide,Let’s conclude the meeting.,讓我們結束這場會議。,1.0,0,2025-05-26 22:15:13.127288,0,0,0,0,
conclusion,the end or result,"In conclusion, we agree.",總結來說，我們同意了。,1.0,0,2025-05-26 22:15:13.127335,0,0,0,0,
concrete,a hard building material,The road is made of concrete.,這條路是混凝土鋪的。,1.0,0,2025-05-26 22:15:13.127381,0,0,0,0,
condition,the state something is in,The car is in good condition.,這台車狀況良好。,1.0,0,2025-05-26 22:15:13.127427,0,0,0,0,
conduct,to lead or behave,He will conduct the experiment.,他將進行這項實驗。,1.0,0,2025-05-26 22:15:13.127473,0,0,0,0,
conference,a formal meeting,The science conference is next week.,科學會議在下週舉行。,1.0,0,2025-05-26 22:15:13.127519,0,0,0,0,
confidence,belief in yourself,She spoke with confidence.,她自信地說話。,1.0,0,2025-05-26 22:15:13.127565,0,0,0,0,
confident,sure of yourself,He is confident about his answer.,他對自己的答案很有信心。,1.0,0,2025-05-26 22:15:13.127612,0,0,0,0,
confirm,to make sure something is true,Please confirm your booking.,請確認你的預訂。,1.0,0,2025-05-26 22:15:13.127658,0,0,0,0,
conflict,a serious disagreement,There is conflict between the teams.,兩隊之間有衝突。,1.0,0,2025-05-26 22:15:13.127704,0,0,0,0,
confront,to face something directly,We must confront our problems.,我們必須面對自己的問題。,1.0,0,2025-05-26 22:15:13.127751,0,0,0,0,
confusion,a lack of understanding,There was confusion during the test.,考試時大家都很混亂。,1.0,0,2025-05-26 22:15:13.127797,0,0,0,0,
Congress,the lawmaking body of the US,Congress passed a new law.,國會通過了一項新法案。,1.0,0,2025-05-26 22:15:13.127843,0,0,0,0,
congressional,related to Congress,The congressional vote was close.,國會表決非常接近。,1.0,0,2025-05-26 22:15:13.127889,0,0,0,0,
connect,to join together,We connect the cables to charge.,我們接上電線充電。,1.0,0,2025-05-26 22:15:13.127938,0,0,0,0,
connection,a link or relationship,The internet connection is slow.,網路連線很慢。,1.0,0,2025-05-26 22:15:13.127984,0,0,0,0,
consciousness,awareness or being awake,He lost consciousness after the fall.,他跌倒後失去了意識。,1.0,0,2025-05-26 22:15:13.128030,0,0,0,0,
consensus,agreement by a group,We reached a consensus.,我們達成了共識。,1.0,0,2025-05-26 22:15:13.128076,0,0,0,0,
consequence,a result of something,A bad grade is the consequence of not studying.,成績差是沒讀書的結果。,1.0,0,2025-05-26 22:15:13.128123,0,0,0,0,
conservative,not open to change,He has conservative views.,他有保守的觀點。,1.0,0,2025-05-26 22:15:13.128170,0,0,0,0,
consider,to think carefully,Consider your options.,請考慮你的選擇。,1.0,0,2025-05-26 22:15:13.128216,0,0,0,0,
considerable,a large amount,He made a considerable effort.,他付出了很大的努力。,1.0,0,2025-05-26 22:15:13.128262,0,0,0,0,
consideration,careful thought,Give it some consideration.,請仔細思考一下。,1.0,0,2025-05-26 22:15:13.128309,0,0,0,0,
consist,to be made of,This soup consists of vegetables.,這湯是用蔬菜做的。,1.0,0,2025-05-26 22:15:13.128355,0,0,0,0,
consistent,always acting the same way,He is consistent in his work.,他工作一向穩定。,1.0,0,2025-05-26 22:15:13.128402,0,0,0,0,
constant,happening all the time,She is in constant pain.,她一直感到疼痛。,1.0,0,2025-05-26 22:15:13.128449,0,0,0,0,
constantly,all the time,He is constantly learning new things.,他一直在學新東西。,1.0,0,2025-05-26 22:15:13.128495,0,0,0,0,
constitute,to form or make up,The players constitute a team.,這些球員組成了一支隊伍。,1.0,0,2025-05-26 22:15:13.128550,0,0,0,0,
constitutional,related to a constitution,It’s a constitutional right.,這是憲法保障的權利。,1.0,0,2025-05-26 22:15:13.128597,0,0,0,0,
construct,to build,They will construct a new school.,他們要建一所新學校。,1.0,0,2025-05-26 22:15:13.128644,0,0,0,0,
construction,the act of building,Construction will take a year.,建設將花費一年。,1.0,0,2025-05-26 22:15:13.128691,0,0,0,0,
consultant,an expert who gives advice,She is a business consultant.,她是一位商業顧問。,1.0,0,2025-05-26 22:15:13.128737,0,0,0,0,
consume,to use up,Cars consume a lot of fuel.,汽車耗油很大。,1.0,0,2025-05-26 22:15:13.128783,0,0,0,0,
consumer,a person who buys things,Consumers want lower prices.,消費者希望價格更低。,1.0,0,2025-05-26 22:15:13.128830,0,0,0,0,
consumption,the act of using or eating,Water consumption is high in summer.,夏天用水量很大。,1.0,0,2025-05-26 22:15:13.128876,0,0,0,0,
contact,to reach or communicate with,You can contact me by phone.,你可以打電話聯絡我。,1.0,0,2025-05-26 22:15:13.128923,0,0,0,0,
contain,to hold inside,This box contains books.,這個箱子裡裝著書。,1.0,0,2025-05-26 22:15:13.128969,0,0,0,0,
container,something that holds things,Use a container for leftovers.,用容器裝剩菜。,1.0,0,2025-05-26 22:15:13.129015,0,0,0,0,
contemporary,modern or from the same time,Contemporary music is popular.,現代音樂很受歡迎。,1.0,0,2025-05-26 22:15:13.129062,0,0,0,0,
content,what is inside or included,The book’s content is useful.,這本書的內容很有用。,1.0,0,2025-05-26 22:15:13.129108,0,0,0,0,
contest,a competition,He joined a singing contest.,他參加了歌唱比賽。,1.0,0,2025-05-26 22:15:13.129155,0,0,0,0,
context,the surrounding words or situation,Use context to guess the meaning.,用上下文猜意思。,1.0,0,2025-05-26 22:15:13.129201,0,0,0,0,
continue,to keep going,Let’s continue the lesson.,我們繼續上課吧。,1.0,0,2025-05-26 22:15:13.129248,0,0,0,0,
continued,kept going,She continued speaking.,她繼續說話。,1.0,0,2025-05-26 22:15:13.129294,0,0,0,0,
contract,a written agreement,We signed a contract.,我們簽了一份合約。,1.0,0,2025-05-26 22:15:13.129341,0,0,0,0,
contrast,a difference between things,There’s a big contrast in style.,風格差異很大。,1.0,0,2025-05-26 22:15:13.129387,0,0,0,0,
contribute,to give or add to,She contributed to the project.,她對這個專案有所貢獻。,1.0,0,2025-05-26 22:15:13.129434,0,0,0,0,
contribution,something given or added,Thanks for your contribution.,謝謝你的貢獻。,1.0,0,2025-05-26 22:15:13.129481,0,0,0,0,
control,to manage or direct,He controls the lights with a switch.,他用開關控制燈光。,1.0,0,2025-05-26 22:15:13.129533,0,0,0,0,
controversial,causing strong opinions,It’s a controversial topic.,這是個有爭議的話題。,1.0,0,2025-05-26 22:15:13.129579,0,0,0,0,
controversy,a public disagreement,There was a controversy about the rule.,那條規則引起爭議。,1.0,0,2025-05-26 22:15:13.129634,0,0,0,0,
convention,a large meeting or tradition,We went to a comic convention.,我們去了漫畫展。,1.0,0,2025-05-26 22:15:13.129683,0,0,0,0,
conventional,usual or traditional,He wore a conventional suit.,他穿著傳統西裝。,1.0,0,2025-05-26 22:15:13.129730,0,0,0,0,
conversation,talking between people,We had a long conversation.,我們聊了很久。,1.0,0,2025-05-26 22:15:13.129776,0,0,0,0,
convert,to change something into something else,You can convert dollars to euros.,你可以把美元換成歐元。,1.0,0,2025-05-26 22:15:13.129823,0,0,0,0,
conviction,a strong belief or a court decision,She has strong convictions.,她有堅定的信念。,1.0,0,2025-05-26 22:15:13.129870,0,0,0,0,
convince,to make someone believe,Can you convince him to come?,你能說服他來嗎？,1.0,0,2025-05-26 22:15:13.129916,0,0,0,0,
cook,to prepare food,I like to cook pasta.,我喜歡煮義大利麵。,1.0,0,2025-05-26 22:15:13.129963,0,0,0,0,
cookie,a small sweet treat,She baked chocolate cookies.,她烤了巧克力餅乾。,1.0,0,2025-05-26 22:15:13.130010,0,0,0,0,
cooking,the act of making food,Mom is cooking dinner.,媽媽在煮晚餐。,1.0,0,2025-05-26 22:15:13.130056,0,0,0,0,
cool,a little cold or stylish,The weather is cool today.,今天的天氣有點涼。,1.0,0,2025-05-26 22:15:13.130103,0,0,0,0,
cooperation,working together,Thanks for your cooperation.,感謝你的合作。,1.0,0,2025-05-26 22:15:13.130150,0,0,0,0,
cop,a police officer,The cop stopped the car.,警察攔下了那輛車。,1.0,0,2025-05-26 22:15:13.130196,0,0,0,0,
cope,to deal with something difficult,He copes well with stress.,他應對壓力的能力很好。,1.0,0,2025-05-26 22:15:13.130243,0,0,0,0,
copy,to make something the same,Can I copy your notes?,我可以抄你的筆記嗎？,1.0,0,2025-05-26 22:15:13.130290,0,0,0,0,
core,the center or most important part,The core of the apple is hard.,蘋果的核心很硬。,1.0,0,2025-05-26 22:15:13.130337,0,0,0,0,
corn,a yellow grain or vegetable,We had corn with dinner.,我們晚餐吃了玉米。,1.0,0,2025-05-26 22:15:13.130383,0,0,0,0,
corner,the place where two lines meet,The ball is in the corner.,球在角落裡。,1.0,0,2025-05-26 22:15:13.130430,0,0,0,0,
corporate,related to a large company,He works in corporate law.,他做企業法務。,1.0,0,2025-05-26 22:15:13.130477,0,0,0,0,
corporation,a big company,The corporation has 500 employees.,這家公司有五百名員工。,1.0,0,2025-05-26 22:15:13.130523,0,0,0,0,
correct,free from error,Your answer is correct.,你的答案正確。,1.0,0,2025-05-26 22:15:13.130569,0,0,0,0,
correspondent,a news reporter,She’s a war correspondent.,她是戰地記者。,1.0,0,2025-05-26 22:15:13.130616,0,0,0,0,
cost,how much something requires,The cost is too high.,成本太高了。,1.0,0,2025-05-26 22:15:13.130662,0,0,0,0,
cotton,a soft white fiber from plants,This shirt is made of cotton.,這件襯衫是棉做的。,1.0,0,2025-05-26 22:15:13.130709,0,0,0,0,
couch,a soft seat for many people,He is lying on the couch.,他躺在沙發上。,1.0,0,2025-05-26 22:15:13.130755,0,0,0,0,
could,used to show possibility or ability,I could help if I had time.,如果有時間我可以幫忙。,1.0,0,2025-05-26 22:15:13.130802,0,0,0,0,
council,a group that makes decisions,The city council meets today.,市議會今天開會。,1.0,0,2025-05-26 22:15:13.130848,0,0,0,0,
counselor,someone who gives advice,She is a school counselor.,她是學校輔導老師。,1.0,0,2025-05-26 22:15:13.130895,0,0,0,0,
count,to add numbers,Can you count to 100?,你可以數到一百嗎？,1.0,0,2025-05-26 22:15:13.130941,0,0,0,0,
counter,a flat surface or a response,The cups are on the counter.,杯子在檯面上。,1.0,0,2025-05-26 22:15:13.130988,0,0,0,0,
country,a nation or land,Taiwan is my country.,台灣是我的國家。,1.0,0,2025-05-26 22:15:13.131034,0,0,0,0,
county,a part of a state or country,He lives in Orange County.,他住在橙縣。,1.0,0,2025-05-26 22:15:13.131081,0,0,0,0,
couple,two people or things,A couple walked by.,一對情侶走過。,1.0,0,2025-05-26 22:15:13.131127,0,0,0,0,
courage,bravery,She showed courage in the fire.,她在火災中展現了勇氣。,1.0,0,2025-05-26 22:15:13.131175,0,0,0,0,
course,a class or direction,I’m taking a math course.,我正在上數學課。,1.0,0,2025-05-26 22:15:13.131221,0,0,0,0,
court,a place for legal cases or sports,The case went to court.,案件進入法院。,1.0,0,2025-05-26 22:15:13.131267,0,0,0,0,
cousin,the child of your aunt or uncle,My cousin lives in Kaohsiung.,我堂弟住在高雄。,1.0,0,2025-05-26 22:15:13.131314,0,0,0,0,
cover,to put something over or include,Cover the pot with a lid.,用蓋子蓋住鍋子。,1.0,0,2025-05-26 22:15:13.131361,0,0,0,0,
coverage,reporting or area included,The news coverage was fair.,新聞報導很公正。,1.0,0,2025-05-26 22:15:13.131407,0,0,0,0,
cow,a large farm animal,The cow gives us milk.,這隻牛給我們牛奶。,1.0,0,2025-05-26 22:15:13.131454,0,0,0,0,
crack,a break or line in something,There’s a crack in the wall.,牆上有一條裂縫。,1.0,0,2025-05-26 22:15:13.131500,0,0,0,0,
craft,a handmade activity,She teaches paper craft.,她教紙藝課。,1.0,0,2025-05-26 22:15:13.131546,0,0,0,0,
crash,a sudden hit or failure,The car crash was loud.,車禍聲音很大。,1.0,0,2025-05-26 22:15:13.131593,0,0,0,0,
crazy,not normal or wild,That idea is crazy!,那個想法太瘋狂了！,1.0,0,2025-05-26 22:15:13.131639,0,0,0,0,
cream,a thick white liquid or dessert,Would you like cream in your coffee?,你的咖啡要加奶油嗎？,1.0,0,2025-05-26 22:15:13.131685,0,0,0,0,
create,to make something new,Let’s create a story together.,我們一起創作故事吧。,1.0,0,2025-05-26 22:15:13.131731,0,0,0,0,
creation,something made,This painting is her creation.,這幅畫是她的作品。,1.0,0,2025-05-26 22:15:13.131778,0,0,0,0,
creative,full of new ideas,He’s very creative in art.,他在藝術方面很有創意。,1.0,0,2025-05-26 22:15:13.131824,0,0,0,0,
creature,a living being,A strange creature came out of the cave.,一個奇怪的生物從洞裡出來。,1.0,0,2025-05-26 22:15:13.131871,0,0,0,0,
credit,praise or a way to pay,I paid with my credit card.,我用信用卡付款。,1.0,0,2025-05-26 22:15:13.131918,0,0,0,0,
crew,a group working together,The ship’s crew worked hard.,船員們很努力地工作。,1.0,0,2025-05-26 22:15:13.131964,0,0,0,0,
crime,an act against the law,Stealing is a crime.,偷竊是犯罪行為。,1.0,0,2025-05-26 22:15:13.132010,0,0,0,0,
criminal,a person who breaks the law,The criminal was caught.,罪犯被抓到了。,1.0,0,2025-05-26 22:15:13.132057,0,0,0,0,
crisis,a time of great difficulty,The country faced an economic crisis.,這個國家面臨經濟危機。,1.0,0,2025-05-26 22:15:13.132103,0,0,0,0,
criteria,standards or rules,The project met all the criteria.,這個專案符合所有標準。,1.0,0,2025-05-26 22:15:13.132150,0,0,0,0,
critic,a person who judges,The critic gave the movie five stars.,評論家給這部電影五顆星。,1.0,0,2025-05-26 22:15:13.132197,0,0,0,0,
critical,very important or disapproving,This is a critical moment.,這是一個關鍵時刻。,1.0,0,2025-05-26 22:15:13.132244,0,0,0,0,
criticism,a judgment or disapproval,She gave helpful criticism.,她給了有建設性的批評。,1.0,0,2025-05-26 22:15:13.132290,0,0,0,0,
criticize,to point out problems,Please don’t criticize me.,請不要批評我。,1.0,0,2025-05-26 22:15:13.132336,0,0,0,0,
crop,a plant grown for food,The rice crop was very good this year.,今年的稻作收成很好。,1.0,0,2025-05-26 22:15:13.132383,0,0,0,0,
cross,to go from one side to another,Let’s cross the street.,我們來過馬路吧。,1.0,0,2025-05-26 22:15:13.132430,0,0,0,0,
crowd,a large group of people,A crowd gathered at the concert.,演唱會聚集了人群。,1.0,0,2025-05-26 22:15:13.132476,0,0,0,0,
crucial,very important,Sleep is crucial for health.,睡眠對健康至關重要。,1.0,0,2025-05-26 22:15:13.132523,0,0,0,0,
cry,to produce tears or shout,The baby began to cry.,寶寶開始哭了。,1.0,0,2025-05-26 22:15:13.132569,0,0,0,0,
cultural,related to culture,We visited a cultural museum.,我們參觀了一座文化博物館。,1.0,0,2025-05-26 22:15:13.132630,0,0,0,0,
culture,the way of life of a group,Food is part of culture.,食物是文化的一部分。,1.0,0,2025-05-26 22:15:13.132677,0,0,0,0,
cup,a small container for drinks,I drank a cup of tea.,我喝了一杯茶。,1.0,0,2025-05-26 22:15:13.132724,0,0,0,0,
curious,wanting to know more,She’s curious about animals.,她對動物很好奇。,1.0,0,2025-05-26 22:15:13.132772,0,0,0,0,
current,now or a flow of water,The current topic is science.,目前的主題是科學。,1.0,0,2025-05-26 22:15:13.132818,0,0,0,0,
currently,at the present time,He is currently studying abroad.,他目前正在國外念書。,1.0,0,2025-05-26 22:15:13.132865,0,0,0,0,
curriculum,the subjects taught in school,Math is part of the curriculum.,數學是課程的一部分。,1.0,0,2025-05-26 22:15:13.132912,0,0,0,0,
custom,a tradition or usual way,It’s a local custom to bow.,鞠躬是當地的習俗。,1.0,0,2025-05-26 22:15:13.132959,0,0,0,0,
customer,a person who buys things,The customer paid in cash.,顧客用現金付款。,1.0,0,2025-05-26 22:15:13.133006,0,0,0,0,
cut,to slice or reduce,He cut the paper in half.,他把紙剪成兩半。,1.0,0,2025-05-26 22:15:13.133053,0,0,0,0,
cycle,a repeated sequence,The moon follows a cycle.,月亮有它的循環。,1.0,0,2025-05-26 22:15:13.133100,0,0,0,0,
dad,father,My dad is cooking dinner.,我爸爸在煮晚餐。,1.0,0,2025-05-26 22:15:13.133146,0,0,0,0,
daily,happening every day,She takes a daily walk.,她每天散步。,1.0,0,2025-05-26 22:15:13.133189,0,0,0,0,
damage,harm or injury,The storm caused damage.,風暴造成損害。,1.0,0,2025-05-26 22:15:13.133232,0,0,0,0,
dance,to move to music,They danced together.,他們一起跳舞。,1.0,0,2025-05-26 22:15:13.133276,0,0,0,0,
danger,a risk of harm,There is danger near the fire.,火附近很危險。,1.0,0,2025-05-26 22:15:13.133319,0,0,0,0,
dangerous,able to cause harm,That animal is dangerous.,那隻動物很危險。,1.0,0,2025-05-26 22:15:13.133363,0,0,0,0,
dare,to be brave enough,Do you dare to try it?,你敢嘗試嗎？,1.0,0,2025-05-26 22:15:13.133406,0,0,0,0,
dark,without light,It gets dark early in winter.,冬天天黑得早。,1.0,0,2025-05-26 22:15:13.133449,0,0,0,0,
darkness,the absence of light,He is afraid of darkness.,他怕黑。,1.0,0,2025-05-26 22:15:13.133493,0,0,0,0,
data,facts or information,We collected data from the survey.,我們從調查中收集資料。,1.0,0,2025-05-26 22:15:13.133536,0,0,0,0,
date,a time or a romantic meeting,What’s today’s date?,今天幾號？,1.0,0,2025-05-26 22:15:13.133579,0,0,0,0,
daughter,a female child,My daughter is 8 years old.,我女兒8歲了。,1.0,0,2025-05-26 22:15:13.133623,0,0,0,0,
day,24 hours or the time of light,Today is a sunny day.,今天是晴天。,1.0,0,2025-05-26 22:15:13.133666,0,0,0,0,
dead,no longer alive,The tree is dead.,這棵樹死了。,1.0,0,2025-05-26 22:15:13.133709,0,0,0,0,
deal,an agreement or amount,We made a good deal.,我們達成了一個好交易。,1.0,0,2025-05-26 22:15:13.133752,0,0,0,0,
dealer,a person who buys and sells,The car dealer gave us a discount.,汽車經銷商給了我們折扣。,1.0,0,2025-05-26 22:15:13.133795,0,0,0,0,
dear,loved or valued,My dear friend lives far away.,我親愛的朋友住得很遠。,1.0,0,2025-05-26 22:15:13.133839,0,0,0,0,
death,the end of life,He feared death.,他害怕死亡。,1.0,0,2025-05-26 22:15:13.133882,0,0,0,0,
debate,a discussion with different views,We had a debate about school rules.,我們就校規進行了辯論。,1.0,0,2025-05-26 22:15:13.133924,0,0,0,0,
debt,money owed,He is paying off his debt.,他正在還債。,1.0,0,2025-05-26 22:15:13.133968,0,0,0,0,
decade,ten years,We’ve lived here for a decade.,我們在這裡住了十年。,1.0,0,2025-05-26 22:15:13.134011,0,0,0,0,
decide,to choose something,I will decide tomorrow.,我明天會做決定。,1.0,0,2025-05-26 22:15:13.134054,0,0,0,0,
decision,the act of choosing,That was a smart decision.,那是個明智的決定。,1.0,0,2025-05-26 22:15:13.134097,0,0,0,0,
deck,a floor or outdoor platform,We sat on the deck to relax.,我們坐在平台上放鬆。,1.0,0,2025-05-26 22:15:13.134140,0,0,0,0,
declare,to say something strongly,She declared her love.,她表達了愛意。,1.0,0,2025-05-26 22:15:13.134183,0,0,0,0,
decline,to go down or say no,Sales declined last year.,去年銷售量下降了。,1.0,0,2025-05-26 22:15:13.134226,0,0,0,0,
decrease,to reduce,Please decrease the volume.,請把音量調小。,1.0,0,2025-05-26 22:15:13.134269,0,0,0,0,
deep,far down,The water is very deep.,水很深。,1.0,0,2025-05-26 22:15:13.134312,0,0,0,0,
deeply,strongly or far down,He was deeply hurt.,他受了重傷。,1.0,0,2025-05-26 22:15:13.134355,0,0,0,0,
deer,a forest animal with antlers,We saw a deer in the woods.,我們在森林裡看到一隻鹿。,1.0,0,2025-05-26 22:15:13.134398,0,0,0,0,
defeat,to win over,They defeated the other team.,他們打敗了對方。,1.0,0,2025-05-26 22:15:13.134441,0,0,0,0,
defend,to protect from harm,He defended his friend.,他保護了朋友。,1.0,0,2025-05-26 22:15:13.134484,0,0,0,0,
defendant,a person in court being accused,The defendant spoke to the judge.,被告向法官發言。,1.0,0,2025-05-26 22:15:13.134527,0,0,0,0,
defense,protection or legal argument,The defense lawyer spoke last.,辯護律師最後發言。,1.0,0,2025-05-26 22:15:13.134570,0,0,0,0,
defensive,ready to protect,He got defensive during the talk.,他在談話中變得防備。,1.0,0,2025-05-26 22:15:13.134613,0,0,0,0,
deficit,a lack or loss,The budget has a big deficit.,預算有很大赤字。,1.0,0,2025-05-26 22:15:13.134656,0,0,0,0,
define,to explain the meaning,Please define that word.,請解釋那個單字。,1.0,0,2025-05-26 22:15:13.134699,0,0,0,0,
definitely,for sure,I definitely agree.,我絕對同意。,1.0,0,2025-05-26 22:15:13.134742,0,0,0,0,
definition,the meaning of a word,Look up the definition.,查一下定義。,1.0,0,2025-05-26 22:15:13.134785,0,0,0,0,
degree,a level or temperature,She earned a college degree.,她拿到了大學學位。,1.0,0,2025-05-26 22:15:13.134829,0,0,0,0,
delay,to make something late,The flight was delayed.,航班延誤了。,1.0,0,2025-05-26 22:15:13.134872,0,0,0,0,
deliver,to bring something,He delivered the package.,他送了包裹來。,1.0,0,2025-05-26 22:15:13.134915,0,0,0,0,
delivery,the act of bringing things,The food delivery arrived.,外送到了。,1.0,0,2025-05-26 22:15:13.134958,0,0,0,0,
demand,a strong need or request,There is high demand for masks.,口罩需求很高。,1.0,0,2025-05-26 22:15:13.135001,0,0,0,0,
